,uu_id,timeperiod,week_number,countyfips,tract,tract_name,total_claims,edu_8th_or_less,edu_grades_9_11,edu_hs_grad_equiv,edu_post_hs,edu_unknown,top_category_employer1,top_category_employer2,top_category_employer3,gender_female,gender_male,gender_na,race_amerindian,race_asian,race_black,race_noanswer,race_hawaiiannative,race_other,race_white,average_wage
15,e201385d37b5f6eea30f6d6d4106dc6f,20220212,7,18003,800,"Census Tract 8, Allen County, Indiana",12,0,0,0,0,0,23,72,92,0,0,0,0,0,0,0,0,0,0,8558.0
16,e201385d37b5f6eea30f6d6d4106dc6f,20220827,35,18003,800,"Census Tract 8, Allen County, Indiana",11,0,0,0,0,0,31-33,72,56,0,0,0,0,0,0,0,0,0,0,8558.0
17,e201385d37b5f6eea30f6d6d4106dc6f,20220115,3,18003,800,"Census Tract 8, Allen County, Indiana",14,0,0,0,0,0,72,31-33,62,0,0,0,0,0,0,0,0,0,10,8558.0
18,e201385d37b5f6eea30f6d6d4106dc6f,20220101,1,18003,800,"Census Tract 8, Allen County, Indiana",12,0,0,0,0,0,54,31-33,23,0,0,0,0,0,0,0,0,0,0,8558.0
19,e201385d37b5f6eea30f6d6d4106dc6f,20220108,2,18003,800,"Census Tract 8, Allen County, Indiana",29,0,0,0,21,0,72,31-33,23,0,0,0,0,0,0,0,0,0,25,8558.0
20,e201385d37b5f6eea30f6d6d4106dc6f,20220416,16,18003,800,"Census Tract 8, Allen County, Indiana",19,0,0,10,0,0,31-33,44-45,99,0,0,0,0,0,0,0,0,0,15,8558.0
21,e201385d37b5f6eea30f6d6d4106dc6f,20220205,6,18003,800,"Census Tract 8, Allen County, Indiana",42,0,0,36,0,0,72,44-45,54,0,0,0,0,0,0,0,0,0,23,8558.0
22,f013068de98db1470bd986137a0c6d23,20220416,16,18003,900,"Census Tract 9, Allen County, Indiana",22,0,0,14,0,0,31-33,51,62,0,0,0,0,0,11,0,0,0,0,8347.125
23,f013068de98db1470bd986137a0c6d23,20220312,11,18003,900,"Census Tract 9, Allen County, Indiana",11,0,0,0,0,0,56,23,44-45,0,0,0,0,0,0,0,0,0,0,8347.125
24,f013068de98db1470bd986137a0c6d23,20220827,35,18003,900,"Census Tract 9, Allen County, Indiana",11,0,0,0,0,0,31-33,23,81,0,0,0,0,0,0,0,0,0,0,8347.125
25,f013068de98db1470bd986137a0c6d23,20220212,7,18003,900,"Census Tract 9, Allen County, Indiana",10,0,0,0,0,0,31-33,23,72,0,0,0,0,0,0,0,0,0,0,8347.125
26,f013068de98db1470bd986137a0c6d23,20220827,35,18003,900,"Census Tract 9, Allen County, Indiana",11,0,0,0,0,0,31-33,23,81,0,0,0,0,0,0,0,0,0,0,8347.125
27,f013068de98db1470bd986137a0c6d23,20220205,6,18003,900,"Census Tract 9, Allen County, Indiana",11,0,0,0,0,0,56,23,72,0,0,0,0,0,0,0,0,0,0,8347.125
28,f013068de98db1470bd986137a0c6d23,20220101,1,18003,900,"Census Tract 9, Allen County, Indiana",10,0,0,0,0,0,31-33,23,71,0,0,0,0,0,0,0,0,0,0,8347.125
29,f013068de98db1470bd986137a0c6d23,20220305,10,18003,900,"Census Tract 9, Allen County, Indiana",14,0,0,0,0,0,62,23,61,0,0,0,0,0,0,0,0,0,0,8347.125
30,f013068de98db1470bd986137a0c6d23,20220319,12,18003,900,"Census Tract 9, Allen County, Indiana",10,0,0,0,0,0,31-33,56,23,0,0,0,0,0,0,0,0,0,0,8347.125
31,f013068de98db1470bd986137a0c6d23,20220129,5,18003,900,"Census Tract 9, Allen County, Indiana",18,0,0,13,0,0,56,62,31-33,0,0,0,0,0,0,0,0,0,15,8347.125
32,f013068de98db1470bd986137a0c6d23,20220528,22,18003,900,"Census Tract 9, Allen County, Indiana",19,0,0,11,0,0,31-33,72,44-45,0,0,0,0,0,0,0,0,0,14,8347.125
33,f013068de98db1470bd986137a0c6d23,20220409,15,18003,900,"Census Tract 9, Allen County, Indiana",24,0,0,18,0,0,44-45,81,31-33,0,0,0,0,0,0,0,0,0,20,8347.125
34,f013068de98db1470bd986137a0c6d23,20220115,3,18003,900,"Census Tract 9, Allen County, Indiana",20,0,0,0,0,0,62,31-33,23,0,0,0,0,0,0,0,0,0,17,8347.125
35,f013068de98db1470bd986137a0c6d23,20220226,9,18003,900,"Census Tract 9, Allen County, Indiana",14,0,0,0,0,0,56,31-33,23,0,0,0,0,0,0,0,0,0,0,8347.125
36,f013068de98db1470bd986137a0c6d23,20220820,34,18003,900,"Census Tract 9, Allen County, Indiana",15,0,0,10,0,0,72,31-33,56,0,0,0,0,0,0,0,0,0,0,8347.125
37,f013068de98db1470bd986137a0c6d23,20220813,33,18003,900,"Census Tract 9, Allen County, Indiana",29,0,0,0,23,0,23,31-33,56,0,0,0,0,0,0,0,0,0,0,8347.125
38,f013068de98db1470bd986137a0c6d23,20220820,34,18003,900,"Census Tract 9, Allen County, Indiana",15,0,0,10,0,0,72,31-33,56,0,0,0,0,0,0,0,0,0,0,8347.125
39,f013068de98db1470bd986137a0c6d23,20220108,2,18003,900,"Census Tract 9, Allen County, Indiana",17,0,0,14,0,0,62,31-33,23,0,0,0,0,0,0,0,0,0,0,8347.125
40,f013068de98db1470bd986137a0c6d23,20220813,33,18003,900,"Census Tract 9, Allen County, Indiana",29,0,0,0,23,0,23,31-33,56,0,0,0,0,0,0,0,0,0,0,8347.125
41,f013068de98db1470bd986137a0c6d23,20220514,20,18003,900,"Census Tract 9, Allen County, Indiana",24,0,0,0,20,0,31-33,44-45,71,0,0,0,0,0,0,19,0,0,0,8347.125
42,f013068de98db1470bd986137a0c6d23,20220430,18,18003,900,"Census Tract 9, Allen County, Indiana",13,0,0,0,0,0,56,44-45,31-33,0,0,0,0,0,0,0,0,0,0,8347.125
43,f013068de98db1470bd986137a0c6d23,20220423,17,18003,900,"Census Tract 9, Allen County, Indiana",11,0,0,0,0,0,31-33,44-45,81,0,0,0,0,0,0,0,0,0,0,8347.125
44,f013068de98db1470bd986137a0c6d23,20220521,21,18003,900,"Census Tract 9, Allen County, Indiana",14,0,0,0,0,0,31-33,44-45,81,0,0,0,0,0,0,0,0,0,0,8347.125
45,21957d5517323845818d87623589e1ba,20220319,12,18089,10400,"Census Tract 104, Lake County, Indiana",111,0,0,108,0,0,48-49,51,56,76,35,0,0,0,0,0,0,0,0,7036.636363636364
46,21957d5517323845818d87623589e1ba,20220625,26,18089,10400,"Census Tract 104, Lake County, Indiana",13,0,0,0,0,0,56,54,31-33,0,0,0,0,0,10,0,0,0,0,7036.636363636364
47,21957d5517323845818d87623589e1ba,20220813,33,18089,10400,"Census Tract 104, Lake County, Indiana",41,0,0,32,0,0,72,56,31-33,31,10,0,0,0,34,0,0,0,0,7036.636363636364
48,21957d5517323845818d87623589e1ba,20220903,36,18089,10400,"Census Tract 104, Lake County, Indiana",19,0,0,10,0,0,44-45,56,72,0,0,0,0,0,15,0,0,0,0,7036.636363636364
49,21957d5517323845818d87623589e1ba,20220806,32,18089,10400,"Census Tract 104, Lake County, Indiana",18,0,0,0,0,0,44-45,56,31-33,0,0,0,0,0,0,0,0,0,0,7036.636363636364
50,21957d5517323845818d87623589e1ba,20220813,33,18089,10400,"Census Tract 104, Lake County, Indiana",41,0,0,32,0,0,72,56,31-33,31,10,0,0,0,34,0,0,0,0,7036.636363636364
51,21957d5517323845818d87623589e1ba,20220326,13,18089,10400,"Census Tract 104, Lake County, Indiana",72,0,0,54,0,10,48-49,56,72,0,0,0,0,0,60,0,0,0,0,7036.636363636364
52,21957d5517323845818d87623589e1ba,20220528,22,18089,10400,"Census Tract 104, Lake County, Indiana",22,0,0,15,0,0,44-45,56,72,0,0,0,0,0,0,0,0,0,0,7036.636363636364
53,21957d5517323845818d87623589e1ba,20220416,16,18089,10400,"Census Tract 104, Lake County, Indiana",30,0,0,14,0,0,72,56,44-45,0,0,0,0,0,0,0,0,0,0,7036.636363636364
54,21957d5517323845818d87623589e1ba,20220716,29,18089,10400,"Census Tract 104, Lake County, Indiana",22,0,0,10,0,0,44-45,56,72,10,12,0,0,0,17,0,0,0,0,7036.636363636364
55,21957d5517323845818d87623589e1ba,20220820,34,18089,10400,"Census Tract 104, Lake County, Indiana",16,0,0,0,0,0,44-45,56,31-33,0,0,0,0,0,0,0,0,0,0,7036.636363636364
56,21957d5517323845818d87623589e1ba,20220910,37,18089,10400,"Census Tract 104, Lake County, Indiana",36,0,0,20,0,0,23,56,44-45,0,0,0,0,0,25,0,0,0,0,7036.636363636364
57,21957d5517323845818d87623589e1ba,20220827,35,18089,10400,"Census Tract 104, Lake County, Indiana",14,0,0,0,0,0,44-45,56,54,0,0,0,0,0,0,0,0,0,0,7036.636363636364
58,21957d5517323845818d87623589e1ba,20220827,35,18089,10400,"Census Tract 104, Lake County, Indiana",14,0,0,0,0,0,44-45,56,54,0,0,0,0,0,0,0,0,0,0,7036.636363636364
59,21957d5517323845818d87623589e1ba,20220806,32,18089,10400,"Census Tract 104, Lake County, Indiana",18,0,0,0,0,0,44-45,56,31-33,0,0,0,0,0,0,0,0,0,0,7036.636363636364
60,21957d5517323845818d87623589e1ba,20220521,21,18089,10400,"Census Tract 104, Lake County, Indiana",69,0,0,63,0,0,23,56,31-33,14,55,0,0,0,0,0,0,46,0,7036.636363636364
61,21957d5517323845818d87623589e1ba,20220910,37,18089,10400,"Census Tract 104, Lake County, Indiana",36,0,0,20,0,0,23,56,44-45,0,0,0,0,0,25,0,0,0,0,7036.636363636364
62,21957d5517323845818d87623589e1ba,20220709,28,18089,10400,"Census Tract 104, Lake County, Indiana",22,0,0,16,0,0,31-33,56,72,0,0,0,0,0,22,0,0,0,0,7036.636363636364
63,21957d5517323845818d87623589e1ba,20220409,15,18089,10400,"Census Tract 104, Lake County, Indiana",35,0,0,28,0,0,44-45,56,48-49,0,0,0,0,0,32,0,0,0,0,7036.636363636364
64,21957d5517323845818d87623589e1ba,20220806,32,18089,10400,"Census Tract 104, Lake County, Indiana",18,0,0,0,0,0,44-45,56,31-33,0,0,0,0,0,0,0,0,0,0,7036.636363636364
65,21957d5517323845818d87623589e1ba,20220903,36,18089,10400,"Census Tract 104, Lake County, Indiana",19,0,0,10,0,0,44-45,56,72,0,0,0,0,0,15,0,0,0,0,7036.636363636364
66,21957d5517323845818d87623589e1ba,20220820,34,18089,10400,"Census Tract 104, Lake County, Indiana",16,0,0,0,0,0,44-45,56,31-33,0,0,0,0,0,0,0,0,0,0,7036.636363636364
67,21957d5517323845818d87623589e1ba,20220618,25,18089,10400,"Census Tract 104, Lake County, Indiana",21,0,0,0,12,0,72,56,31-33,10,11,0,0,0,0,0,0,0,0,7036.636363636364
68,21957d5517323845818d87623589e1ba,20220108,2,18089,10400,"Census Tract 104, Lake County, Indiana",25,0,0,15,0,0,44-45,62,71,11,14,0,0,0,20,0,0,0,0,7036.636363636364
69,21957d5517323845818d87623589e1ba,20220402,14,18089,10400,"Census Tract 104, Lake County, Indiana",77,0,29,18,30,0,56,72,71,67,10,0,0,0,0,0,0,0,0,7036.636363636364
70,21957d5517323845818d87623589e1ba,20220115,3,18089,10400,"Census Tract 104, Lake County, Indiana",31,0,0,16,0,0,56,72,81,14,17,0,0,0,25,0,0,0,0,7036.636363636364
71,21957d5517323845818d87623589e1ba,20220423,17,18089,10400,"Census Tract 104, Lake County, Indiana",45,0,0,23,17,0,31-33,72,56,35,10,0,0,0,42,0,0,0,0,7036.636363636364
72,21957d5517323845818d87623589e1ba,20220514,20,18089,10400,"Census Tract 104, Lake County, Indiana",29,0,0,15,0,0,56,72,31-33,0,0,0,0,0,29,0,0,0,0,7036.636363636364
73,21957d5517323845818d87623589e1ba,20220730,31,18089,10400,"Census Tract 104, Lake County, Indiana",17,0,0,0,0,0,56,72,44-45,0,0,0,0,0,0,0,0,0,0,7036.636363636364
74,21957d5517323845818d87623589e1ba,20220430,18,18089,10400,"Census Tract 104, Lake County, Indiana",36,0,0,14,17,0,56,72,44-45,25,11,0,0,0,0,0,0,0,0,7036.636363636364
75,21957d5517323845818d87623589e1ba,20220507,19,18089,10400,"Census Tract 104, Lake County, Indiana",73,0,0,60,0,0,23,72,56,54,19,0,0,0,0,0,0,0,0,7036.636363636364
76,21957d5517323845818d87623589e1ba,20220723,30,18089,10400,"Census Tract 104, Lake County, Indiana",18,0,0,0,0,0,44-45,72,61,0,0,0,0,0,11,0,0,0,0,7036.636363636364
77,21957d5517323845818d87623589e1ba,20220226,9,18089,10400,"Census Tract 104, Lake County, Indiana",14,0,0,0,0,0,31-33,72,81,0,0,0,0,0,11,0,0,0,0,7036.636363636364
78,21957d5517323845818d87623589e1ba,20220101,1,18089,10400,"Census Tract 104, Lake County, Indiana",16,0,0,0,0,0,56,81,62,0,0,0,0,0,0,0,0,0,0,7036.636363636364
79,21957d5517323845818d87623589e1ba,20220212,7,18089,10400,"Census Tract 104, Lake County, Indiana",22,0,0,0,10,0,56,31-33,81,0,0,0,0,0,16,0,0,0,0,7036.636363636364
80,21957d5517323845818d87623589e1ba,20220611,24,18089,10400,"Census Tract 104, Lake County, Indiana",15,0,0,0,0,0,56,31-33,72,0,0,0,0,0,0,0,0,0,0,7036.636363636364
81,21957d5517323845818d87623589e1ba,20220312,11,18089,10400,"Census Tract 104, Lake County, Indiana",15,0,0,11,0,0,72,31-33,56,0,0,0,0,0,0,0,0,0,0,7036.636363636364
82,21957d5517323845818d87623589e1ba,20220205,6,18089,10400,"Census Tract 104, Lake County, Indiana",22,0,0,0,0,0,56,31-33,72,11,11,0,0,0,0,0,0,0,0,7036.636363636364
83,21957d5517323845818d87623589e1ba,20220305,10,18089,10400,"Census Tract 104, Lake County, Indiana",16,0,0,0,0,0,72,44-45,71,0,0,0,0,0,0,0,0,0,0,7036.636363636364
84,21957d5517323845818d87623589e1ba,20220129,5,18089,10400,"Census Tract 104, Lake County, Indiana",18,0,0,11,0,0,62,44-45,31-33,0,0,0,0,0,12,0,0,0,0,7036.636363636364
85,21957d5517323845818d87623589e1ba,20220219,8,18089,10400,"Census Tract 104, Lake County, Indiana",26,0,0,11,12,0,72,48-49,44-45,15,11,0,0,0,21,0,0,0,0,7036.636363636364
86,6a5609f385912113b6f1014b958ed748,20220326,13,18089,11500,"Census Tract 115, Lake County, Indiana",39,0,0,0,0,0,56,N/A,N/A,0,0,0,0,0,39,0,0,0,0,7890.142857142857
87,6a5609f385912113b6f1014b958ed748,20220319,12,18089,11500,"Census Tract 115, Lake County, Indiana",12,0,0,0,0,0,23,55,56,0,0,0,0,0,0,0,0,0,0,7890.142857142857
88,6a5609f385912113b6f1014b958ed748,20220423,17,18089,11500,"Census Tract 115, Lake County, Indiana",17,0,0,0,0,0,55,56,42,0,0,0,0,0,0,0,0,0,0,7890.142857142857
89,6a5609f385912113b6f1014b958ed748,20220305,10,18089,11500,"Census Tract 115, Lake County, Indiana",33,0,0,0,0,0,81,56,55,20,13,0,0,0,0,0,0,0,0,7890.142857142857
90,6a5609f385912113b6f1014b958ed748,20220618,25,18089,11500,"Census Tract 115, Lake County, Indiana",15,0,0,10,0,0,31-33,56,48-49,0,0,0,0,0,0,0,0,0,0,7890.142857142857
91,6a5609f385912113b6f1014b958ed748,20220312,11,18089,11500,"Census Tract 115, Lake County, Indiana",12,0,0,0,0,0,23,56,62,0,0,0,0,0,0,0,0,0,0,7890.142857142857
92,6a5609f385912113b6f1014b958ed748,20220101,1,18089,11500,"Census Tract 115, Lake County, Indiana",22,0,0,0,15,0,55,56,72,10,12,0,0,0,0,0,0,0,0,7890.142857142857
93,6a5609f385912113b6f1014b958ed748,20220219,8,18089,11500,"Census Tract 115, Lake County, Indiana",116,0,0,39,77,0,31-33,56,72,84,32,0,0,0,0,0,0,0,0,7890.142857142857
94,6a5609f385912113b6f1014b958ed748,20220115,3,18089,11500,"Census Tract 115, Lake County, Indiana",10,0,0,0,0,0,72,56,48-49,0,0,0,0,0,0,0,0,0,0,7890.142857142857
95,6a5609f385912113b6f1014b958ed748,20220212,7,18089,11500,"Census Tract 115, Lake County, Indiana",17,0,0,0,0,0,31-33,56,55,0,0,0,0,0,13,0,0,0,0,7890.142857142857
96,6a5609f385912113b6f1014b958ed748,20220611,24,18089,11500,"Census Tract 115, Lake County, Indiana",37,0,0,30,0,0,31-33,56,48-49,15,22,0,0,0,0,0,0,0,0,7890.142857142857
97,6a5609f385912113b6f1014b958ed748,20220820,34,18089,11500,"Census Tract 115, Lake County, Indiana",20,0,0,12,0,0,44-45,56,62,0,0,0,0,0,0,0,0,0,0,7890.142857142857
98,6a5609f385912113b6f1014b958ed748,20220108,2,18089,11500,"Census Tract 115, Lake County, Indiana",23,0,0,16,0,0,72,56,55,0,0,0,0,0,0,0,0,0,0,7890.142857142857
99,6a5609f385912113b6f1014b958ed748,20220820,34,18089,11500,"Census Tract 115, Lake County, Indiana",20,0,0,12,0,0,44-45,56,62,0,0,0,0,0,0,0,0,0,0,7890.142857142857
100,6a5609f385912113b6f1014b958ed748,20220409,15,18089,11500,"Census Tract 115, Lake County, Indiana",25,0,0,0,0,0,54,56,48-49,10,15,0,0,0,25,0,0,0,0,7890.142857142857
101,6a5609f385912113b6f1014b958ed748,20220723,30,18089,11500,"Census Tract 115, Lake County, Indiana",42,0,0,38,0,0,48-49,62,56,42,0,0,0,0,0,0,0,0,0,7890.142857142857
102,6a5609f385912113b6f1014b958ed748,20220730,31,18089,11500,"Census Tract 115, Lake County, Indiana",17,0,0,0,0,0,56,62,31-33,0,0,0,0,0,0,0,0,0,0,7890.142857142857
103,6a5609f385912113b6f1014b958ed748,20220514,20,18089,11500,"Census Tract 115, Lake County, Indiana",13,0,0,0,0,0,56,72,44-45,0,0,0,0,0,0,0,0,0,0,7890.142857142857
104,6a5609f385912113b6f1014b958ed748,20220129,5,18089,11500,"Census Tract 115, Lake County, Indiana",15,0,0,0,0,0,55,72,56,0,0,0,0,0,0,0,0,0,0,7890.142857142857
105,6a5609f385912113b6f1014b958ed748,20220205,6,18089,11500,"Census Tract 115, Lake County, Indiana",35,0,0,0,0,0,62,72,56,0,0,0,0,0,32,0,0,0,0,7890.142857142857
106,6a5609f385912113b6f1014b958ed748,20220702,27,18089,11500,"Census Tract 115, Lake County, Indiana",14,0,0,11,0,0,56,72,31-33,0,0,0,0,0,11,0,0,0,0,7890.142857142857
107,6a5609f385912113b6f1014b958ed748,20220709,28,18089,11500,"Census Tract 115, Lake County, Indiana",14,0,0,0,0,0,62,81,72,14,0,0,0,0,0,0,0,0,0,7890.142857142857
108,6a5609f385912113b6f1014b958ed748,20220521,21,18089,11500,"Census Tract 115, Lake County, Indiana",12,0,0,0,0,0,31-33,92,72,0,0,0,0,0,0,0,0,0,0,7890.142857142857
109,6a5609f385912113b6f1014b958ed748,20220507,19,18089,11500,"Census Tract 115, Lake County, Indiana",20,0,0,0,0,0,56,31-33,72,0,0,0,0,0,0,0,0,0,0,7890.142857142857
110,6a5609f385912113b6f1014b958ed748,20220813,33,18089,11500,"Census Tract 115, Lake County, Indiana",19,0,0,0,0,0,44-45,31-33,62,0,0,0,0,0,0,0,0,0,0,7890.142857142857
111,6a5609f385912113b6f1014b958ed748,20220528,22,18089,11500,"Census Tract 115, Lake County, Indiana",16,0,0,10,0,0,56,31-33,62,0,0,0,0,0,0,0,0,0,0,7890.142857142857
112,6a5609f385912113b6f1014b958ed748,20220813,33,18089,11500,"Census Tract 115, Lake County, Indiana",19,0,0,0,0,0,44-45,31-33,62,0,0,0,0,0,0,0,0,0,0,7890.142857142857
113,7db36246b1ab812379e68a64ee87cf7d,20220806,32,18089,11900,"Census Tract 119, Lake County, Indiana",15,0,0,0,15,0,44-45,N/A,N/A,15,0,0,0,0,15,0,0,0,0,5941.5
114,7db36246b1ab812379e68a64ee87cf7d,20220806,32,18089,11900,"Census Tract 119, Lake County, Indiana",15,0,0,0,15,0,44-45,N/A,N/A,15,0,0,0,0,15,0,0,0,0,5941.5
115,7db36246b1ab812379e68a64ee87cf7d,20220820,34,18089,11900,"Census Tract 119, Lake County, Indiana",11,0,0,11,0,0,56,N/A,N/A,11,0,0,0,0,11,0,0,0,0,5941.5
116,7db36246b1ab812379e68a64ee87cf7d,20220820,34,18089,11900,"Census Tract 119, Lake County, Indiana",11,0,0,11,0,0,56,N/A,N/A,11,0,0,0,0,11,0,0,0,0,5941.5
117,7db36246b1ab812379e68a64ee87cf7d,20220806,32,18089,11900,"Census Tract 119, Lake County, Indiana",15,0,0,0,15,0,44-45,N/A,N/A,15,0,0,0,0,15,0,0,0,0,5941.5
118,7db36246b1ab812379e68a64ee87cf7d,20220611,24,18089,11900,"Census Tract 119, Lake County, Indiana",42,0,37,0,0,0,56,52,N/A,0,0,0,0,0,42,0,0,0,0,5941.5
119,7db36246b1ab812379e68a64ee87cf7d,20220312,11,18089,11900,"Census Tract 119, Lake County, Indiana",26,0,0,23,0,0,71,56,48-49,0,0,0,0,0,0,0,0,0,0,5941.5
120,7db36246b1ab812379e68a64ee87cf7d,20220409,15,18089,11900,"Census Tract 119, Lake County, Indiana",16,0,0,13,0,0,71,62,56,0,0,0,0,0,0,0,0,0,0,5941.5
121,7db36246b1ab812379e68a64ee87cf7d,20220226,9,18089,11900,"Census Tract 119, Lake County, Indiana",16,0,0,0,0,0,72,62,44-45,0,0,0,0,0,16,0,0,0,0,5941.5
122,7db36246b1ab812379e68a64ee87cf7d,20220702,27,18089,11900,"Census Tract 119, Lake County, Indiana",11,0,0,0,0,0,72,62,56,0,0,0,0,0,0,0,0,0,0,5941.5
123,7db36246b1ab812379e68a64ee87cf7d,20220716,29,18089,11900,"Census Tract 119, Lake County, Indiana",26,0,0,26,0,0,72,62,N/A,0,0,0,0,0,0,0,0,0,0,5941.5
124,7db36246b1ab812379e68a64ee87cf7d,20220326,13,18089,11900,"Census Tract 119, Lake County, Indiana",18,0,0,0,14,0,56,62,48-49,0,0,0,0,0,0,0,0,0,0,5941.5
125,7db36246b1ab812379e68a64ee87cf7d,20220730,31,18089,11900,"Census Tract 119, Lake County, Indiana",21,0,0,0,0,0,44-45,72,61,0,0,0,0,0,21,0,0,0,0,5941.5
126,7db36246b1ab812379e68a64ee87cf7d,20220115,3,18089,11900,"Census Tract 119, Lake County, Indiana",16,0,0,0,0,0,92,72,62,0,0,0,0,0,0,0,0,0,0,5941.5
127,7db36246b1ab812379e68a64ee87cf7d,20220101,1,18089,11900,"Census Tract 119, Lake County, Indiana",13,0,0,0,0,0,56,72,48-49,0,0,0,0,0,0,0,0,0,0,5941.5
128,7db36246b1ab812379e68a64ee87cf7d,20220205,6,18089,11900,"Census Tract 119, Lake County, Indiana",11,0,0,0,0,0,72,92,62,0,0,0,0,0,0,0,0,0,0,5941.5
129,7db36246b1ab812379e68a64ee87cf7d,20220108,2,18089,11900,"Census Tract 119, Lake County, Indiana",19,0,0,15,0,0,72,31-33,71,0,0,0,0,0,19,0,0,0,0,5941.5
130,46b2882ec4c373527ec33f7bd4f1388d,20220716,29,18089,20700,"Census Tract 207, Lake County, Indiana",14,0,0,0,0,0,56,51,44-45,0,0,0,0,0,10,0,0,0,0,7534.375
131,46b2882ec4c373527ec33f7bd4f1388d,20220611,24,18089,20700,"Census Tract 207, Lake County, Indiana",61,0,0,54,0,0,44-45,53,72,11,50,0,0,0,57,0,0,0,0,7534.375
132,46b2882ec4c373527ec33f7bd4f1388d,20220528,22,18089,20700,"Census Tract 207, Lake County, Indiana",61,0,0,0,53,0,44-45,53,72,0,0,0,0,0,55,0,0,0,0,7534.375
133,46b2882ec4c373527ec33f7bd4f1388d,20220730,31,18089,20700,"Census Tract 207, Lake County, Indiana",24,0,0,14,10,0,23,53,44-45,0,0,0,0,0,17,0,0,0,0,7534.375
134,46b2882ec4c373527ec33f7bd4f1388d,20220618,25,18089,20700,"Census Tract 207, Lake County, Indiana",14,0,0,10,0,0,31-33,53,54,0,0,0,0,0,10,0,0,0,0,7534.375
135,46b2882ec4c373527ec33f7bd4f1388d,20220521,21,18089,20700,"Census Tract 207, Lake County, Indiana",54,0,0,0,39,0,72,53,54,15,39,0,0,0,43,0,0,0,0,7534.375
136,46b2882ec4c373527ec33f7bd4f1388d,20220409,15,18089,20700,"Census Tract 207, Lake County, Indiana",25,0,0,20,0,0,44-45,54,72,15,10,0,0,0,18,0,0,0,0,7534.375
